LdSpp,density,site_q,AIDBSPP,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
Pine,High,Good,Pine,0.0,2.753594748420405e-09,5.50718949684081e-09,0.13522277555071174,0.270445545594234,4.863382894297182,9.45632024300013,23.865423065713113,38.2745258884261,56.08503416580165,73.8955424431772,90.0380903819676,106.180638320758,119.3859939633775,132.591349605997,142.9688676420865,153.346385678176,161.3716969700915,169.397008262007,175.5814881304545,181.765967998902
Pine,High,Medium,Pine,0.0,0.0,0.0,0.00228994769576297,0.00457989539152594,0.6081099799204229,1.21164006444932,5.66659813120711,10.1215561979649,18.8758309647474,27.6301057315299,37.58416062418185,47.5382155168338,56.7392265058959,65.940237494958,73.77299604070029,81.6057545864426,88.034802726004,94.4638508655654,99.65514840309771,104.84644594063
Pine,High,Poor,Pine,0.0,0.0,0.0,2.636420621845265e-06,5.27284124369053e-06,0.05863947867192084,0.117273684502598,1.310689788030369,2.50410589155814,6.46457846798787,10.4250510444176,16.37224940704875,22.3194477696799,28.6960798348507,35.0727119000215,41.016312235521255,46.959912571021,52.1661105115869,57.3723084521528,61.797832117430744,66.2233557827087
Pine,Low,Good,Pine,0.0,8.5134699487981e-09,1.70269398975962e-08,0.76404039127367,1.5280807655204,8.1969948284239,14.8659088913274,23.34917450285085,31.8324401143743,40.07617951794715,48.31991892152,55.5315534813121,62.7431880411042,68.69313477227155,74.6430815034389,79.39567860936125,84.1482757152836,87.88195276430329,91.615629813323,94.52920061465736,97.4427714159917
Pine,Low,Medium,Pine,0.0,0.0,0.0,0.00914398740696535,0.0182879748139307,1.8720058963667954,3.72572381791966,8.24126749211298,12.7568111663063,17.6154878307201,22.4741644951339,27.01171330523895,31.549262115344,35.49742896101875,39.4455958066935,42.7447485731338,46.0439013395741,48.74047826316465,51.4370551867552,53.6183352302693,55.7996152737834
Pine,Low,Poor,Pine,0.0,0.0,0.0,4.01893260855281e-06,8.03786521710562e-06,0.29168029652437505,0.583352555183533,3.020107819118606,5.45686308305368,8.74200091879384,12.027138754534,15.2857631490117,18.5443875434894,21.500687227991648,24.4569869124939,27.0109485964891,29.5649102804843,31.7115547424929,33.8581992045015,35.63749751857175,37.416795832642
Black Spruce,High,Good,Black Spruce,0.0,1.90700604714467e-10,3.81401209428934e-10,0.0034046397529586096,0.00680927912451601,0.3543283675020345,0.701847455879553,3.870732158177076,7.0396168604746,15.55706014584515,24.0745034312157,35.75731532617785,47.44012722114,59.0010307449149,70.5619342686898,80.45347536176314,90.3450164548365,98.26725235574276,106.189488256649,112.34346383695299,118.497439417257
Black Spruce,High,Medium,Black Spruce,0.0,0.0,0.0,1.376887375775405e-05,2.75377475155081e-05,0.015040513997166454,0.0300534902468174,0.37175669996236366,0.71345990967791,2.47803004142982,4.24260017318173,8.276773941286315,12.3109477093909,18.08825348718275,23.8655592649746,30.2870147399582,36.7084702149418,42.973201717532845,49.2379332201239,54.957051080444245,60.6761689407646
Black Spruce,High,Poor,Black Spruce,0.0,0.0,0.0,1.42339413947474e-08,2.84678827894948e-08,0.0012153853844368296,0.00243074230099087,0.06773419050304542,0.1330376387051,0.659966266481345,1.18689489425759,2.836707176811965,4.48651945936634,7.47288997167367,10.459260483981,14.390757168682448,18.3222538533839,22.65844056624625,26.9946272791086,31.347683159804,35.7007390404994
Black Spruce,Low,Good,Black Spruce,0.0,0.0,0.0,0.0030357603346928,0.0060715206693856,0.4266134758414408,0.847155431013496,3.554778752233523,6.26240207345355,10.619891954200375,14.9773818349472,19.3969582072056,23.816534579464,27.75329328474535,31.6900519900267,35.00657191144845,38.3230918328702,41.03049729123565,43.7379027496011,45.909981929479045,48.082061109357
Black Spruce,Low,Medium,Black Spruce,0.0,0.0,0.0,6.38677845950175e-05,0.000127735569190035,0.05629298336321352,0.112458231157237,1.0176100641899135,1.92276189722259,4.475779090519724,7.02879628381686,10.28867719481303,13.5485581058092,16.73999121110605,19.9314243164029,22.7885865800237,25.6457488436445,28.103897866527248,30.56204688941,32.6349962528768,34.7079456163436
Black Spruce,Low,Poor,Black Spruce,0.0,0.0,0.0,8.21313762349805e-08,1.64262752469961e-07,0.00460638367901761,0.00921260309528275,0.21999869530077487,0.430784787506267,1.5907158264978634,2.75064686548946,4.89468195196858,7.0387170384477,9.49358335170755,11.9484496649674,14.3151834501388,16.6819172353102,18.8210750375434,20.9602328397766,22.8411347043021,24.7220365688276
White Spruce,High,Good,White Spruce,0.0,1.720035342617945e-11,3.44007068523589e-11,0.004218707831482848,0.00843741562856499,0.5100016528956075,1.01156589016265,5.711361834713375,10.4111577792641,22.88788786817055,35.364617957077,53.145244351989554,70.9258707469021,89.99295314824005,109.060035549578,126.8758178840155,144.691600218453,160.1794604033525,175.667320588252,188.645012388451,201.62270418865
White Spruce,High,Medium,White Spruce,0.0,0.0,0.0,0.0001676559257425125,0.000335311851485025,0.06386408567723952,0.127392859502994,1.223789592049322,2.32018632459565,6.982631124971275,11.6450759253469,20.7393764938687,29.8336770623905,41.55147308132025,53.26926910025,65.49645964135874,77.7236501824675,89.17741096775075,100.631171753034,110.7907775654635,120.950383377893
White Spruce,High,Poor,White Spruce,0.0,0.0,0.0,2.30130041778013e-06,4.60260083556026e-06,0.00683578257868563,0.0136669625565357,0.23325696037893787,0.45284695820134,1.8802500295306301,3.30765310085992,7.16172504374081,11.0157969866217,17.24575221165045,23.4757074366792,31.0087396447323,38.5417718527854,46.311679663393505,54.0815874740016,61.446526316825896,68.8114651596502
White Spruce,Low,Good,White Spruce,0.0,6.70471506101755e-12,1.34094301220351e-11,0.007371598065535665,0.0147431961176619,0.7482908149217459,1.48183843372583,6.211127186826765,10.9404159399277,20.3102281050307,29.6800402701337,41.39319065562855,53.1063410411234,65.09168413210995,77.0770272230965,88.08109440491896,99.0851615867414,108.57149199014671,118.057822393552,125.9605195717825,133.863216750013
White Spruce,Low,Medium,White Spruce,0.0,0.0,0.0,0.0003364801407152735,0.000672960281430547,0.11911115653449827,0.237549352787566,1.809319991966893,3.38109063114622,8.15661284004381,12.9321350489414,20.194312047754998,27.4564890465686,35.641422485170395,43.8263559237722,51.8213034517549,59.8162509797376,67.04861887814715,74.2809867765567,80.5608682182649,86.8407496599731
White Spruce,Low,Poor,White Spruce,0.0,0.0,0.0,3.5406217397136e-06,7.0812434794272e-06,0.012248282218597114,0.0244894831937148,0.3826403609742644,0.740791238754814,2.598077625898107,4.4553640130414,8.3298037307053,12.2042434483692,17.33479703511395,22.4653506218587,27.93088605733925,33.3964214928198,38.617178963470494,43.8379364341212,48.5528245832959,53.2677127324706
